23133773,41.72
20051576,42.03
26518274,41.74
18743905,41.99
47765407,41.68
19837767,41.51
27097228,41.65
22518630,41.68
24205297,41.5
26310697,41.23
29823030,40.58
18039990,40.86
15117689,41.11
15019425,41.27
24060542,41.48
31865213,41.21
23210341,40.32
18071096,40.29
18504300,40.79
34575579,40.94
19893872,40.34
25711565,40.01
26161164,40.19
18020866,40.12
20202485,40.1
22399392,40.35
21322341,39.68
24537438,39.75
29868272,39.83
37793243,39.6
18818711,40.24
27004768,40.42
22787185,39.97
29647646,39.54
32123032,39.64
41749497,39.42
27112373,39.06
22460928,39.43
43417914,39.69
28791455,40
35464148,40.4
29637370,40.51
50610208,40.87
56883812,39.91
42381594,39.86
24602781,39.69
27057271,39.99
22222222,39.94
36689399,40.01
30616304,40.4
33978673,39.75
32006651,39.18
34333298,39.21
45960848,39.36
27398687,40.47
35919609,39.82
37559615,39.8
51409573,39.87
30139567,41.01
28666682,41.35
32610395,41.42
46886284,40.99
43472747,40.3
35369170,39.36
41982966,39.79
43193147,40.34
46098374,40.5
80731942,40.16
59269801,40.33
35597241,39.27
64063866,39.55
20479610,38.05
27195638,37.7
32169650,37.89
30496295,38.27
25218133,38.02
19007850,37.82
26596635,37.9
23605310,38.15
20520432,38.11
26868337,38.41
29726792,37.78
41217028,38.31
33919024,37.86
41042629,37.47
30867657,37.54
32143395,37.69
38030656,37.98
27541038,37.75
29794084,37.51
32839707,37.42
42986738,37.62
37647772,37.61
27055869,37.47
32164989,37.18
26782083,36.8
33348008,36.56
35380994,36.18
55841097,35.82
55526924,36.35
64102391,36.48
93190755,37.84
35111959,36.86
52790351,36.66
36225755,36.27
44485767,36.03
77051806,36.8
44515126,36.06
21965266,35.93
31578979,36.17
46298736,36.38
38035708,36.89
44909545,36.76
41627325,35.78
45923872,34.98
40558766,36.04
36520448,35.53
59979542,35.76
35924726,36.41
43615035,36.13
31134795,36.91
30643745,37.16
17505770,37.41
16290475,37.29
14563533,37.29
17614984,37.44
14242997,37.08
25128740,36.62
62650324,36.8
34157264,36.25
63192067,36.58
45687679,36.52
31734515,36.88
40074360,36.69
36012761,37.22
39853379,37.61
37828593,38.11
30286015,38.7
36457292,38.36
116313834,38
51983578,38.94
52109760,38.31
42950373,38.45
22090428,38.13
26002050,37.6
34468069,37.35
30648148,37.64
27981996,37.57
23064699,37.4
32231827,37.08
44274987,36.74
53277485,37.2
50602034,37.84
46186577,38.02
44957611,38.16
31651589,37.36
26872537,37.59
36743157,37.78
60445258,37.5
88948830,38.18
51681868,36.64
28061873,35.94
40271887,35.52
41689563,35.4
37002061,35.54
31702613,35.52
38383594,35.57
113493954,35.73
53209728,33.72
58600499,33.76
40438546,34.58
27436505,34.99
41811699,34.96
31359198,34.92
35111593,34.64
47107657,34.49
27757870,34.45
30033336,34.13
42875141,33.76
35878559,33.07
41017586,33.01
35069279,33.3
33008107,33.88
38707452,33.86
46946813,33.92
36718733,33.58
39839541,33.28
55347903,33.27
28503917,32.77
28907426,32.5
40684948,32.46
39826261,32.74
102904859,32.79
42026553,33.64
64103344,33.32
84716461,32.93
55017879,32.8
40905938,33.03
32867691,32.69
39041151,32.74
56887967,32.39
49628450,31.66
75439554,31.15
71644891,31.24
142320588,31.2
154506984,31.88
42784642,33.4
45284632,33.55
44262716,33.02
58522264,33.26
72786745,34.15
225493737,34.75
31169898,32.39
37409095,31.61
22979513,31.62
27908716,31.39
32866242,31.8
33340728,31.79
48528230,32.35
39473018,32.23
25501910,32.87
26803879,32.7
59038538,32.89
38078570,32.06
36334889,31.58
30986512,31.7
29199813,31.89
42557872,31.67
43900515,31.84
45801156,31.85
28874879,31.54
38637339,31.62
63221356,31.39
52812049,31.96
65819208,31.82
79040666,32.01
248428494,31.4
49547075,35.44
37289320,35.74
36378681,36.27
34145645,36.17
35502638,35.67
53638234,35.68
29658734,34.7
25320908,34.35
32398742,34.32
26085981,34.21
15994380,34.01
37634572,33.94
31064000,34.36
65548196,34.54
28993542,34.62
48667834,34.35
44073348,33.67
56113708,33.72
85338395,33.26
54496758,33.49
30820208,34.59
28622929,34.98
49672492,35
53116371,34.4
45654803,34.72
37373032,35
39350316,34.84
35995223,35.47
40762249,35.67
37627133,34.96
46032657,34.78
65538438,34.99
51256272,35.59
56167723,34.9
51133616,35.03
38419848,34.88
48218180,35.02
33175804,34.27
51113510,34.15
66050872,34.61
48705362,34.85
54025227,35.08
60674267,34.87
59384283,34.08
46309506,33.84
56874005,33.53
36036347,33.03
36396524,32.69
46417802,32.66
51595643,32.99
43078268,33.31
40982478,33.75
46786840,33.49
46069472,33.16
54336834,32.72
75166967,33.1
59122266,32.61
47802884,31.79
110700124,31.94
90955499,31.76
59126880,30.6
137909468,30.83
99793502,29.76
56906528,28.79
52841328,28.82
52804656,28.97
56335548,28.69
62888012,28.79
130923162,28.94
71116616,30.28
77737851,29.61
34759724,28.59
50928776,28.7
45267601,28.6
35064468,28.56
28460384,28.8
29203122,28.61
55455613,28.6
36048959,28.37
27831654,28.16
44153931,28.16
28720834,28.25
34234566,28.11
35454207,28.32
51902968,28.18
44828022,28.1
92711915,28.04
55917303,28.14
29103208,27.92
39259456,27.91
36635432,27.87
37671493,28
29197630,28.14
51448913,28.09
41437141,28.35
38167497,28.15
34851878,27.95
35840861,27.8
36395589,27.81
49925050,27.37
48020353,27.37
31430018,27.76
49085538,27.49
44112446,27.87
38806870,28.04
49657740,28.01
32663454,28.04
41716060,28.03
35991329,27.88
32248149,27.86
33320436,27.55
38034068,27.28
41889572,27.34
35410361,27.5
50539942,27.44
55566440,27.93
50536148,27.45
43585526,27.85
49247863,28.01
56061493,27.91
81853106,27.88
101739246,27.63
50387614,27.61
58656745,27.15
52171305,27.25
51685841,27.25
41077374,27.04
48244452,27.21
48324338,26.89
55518050,26.83
71430810,26.46
49047873,26.7
44703081,26.55
37120059,26.69
52521019,26.74
48297740,27.25
52905499,27.62
42757836,26.71
28248325,26.55
39393927,26.96
31640952,26.86
20842331,27.06
98779723,27.45
52607251,27.68
53523188,27.31
50494942,27.56
42053240,27.1
42077469,26.81
45080041,27.11
